id,name,type,district_id
1,"Phường Phúc Xá",Phường,1
2,"Phường Trúc Bạch",Phường,1
3,"Phường Vĩnh Phúc",Phường,1
4,"Phường Cống Vị",Phường,1
5,"Phường Liễu Giai",Phường,1
6,"Phường Nguyễn Trung Trực",Phường,1
7,"Phường Quán Thánh",Phường,1
8,"Phường Ngọc Hà",Phường,1
9,"Phường Điện Biên",Phường,1
10,"Phường Đội Cấn",Phường,1
11,"Phường Ngọc Khánh",Phường,1
12,"Phường Kim Mã",Phường,1
13,"Phường Giảng Võ",Phường,1
14,"Phường Thành Công",Phường,1
15,"Phường Phúc Tân",Phường,2
16,"Phường Đồng Xuân",Phường,2
17,"Phường Hàng Mã",Phường,2
18,"Phường Hàng Buồm",Phường,2
19,"Phường Hàng Đào",Phường,2
20,"Phường Hàng Bồ",Phường,2
21,"Phường Cửa Đông",Phường,2
22,"Phường Lý Thái Tổ",Phường,2
23,"Phường Hàng Bạc",Phường,2
24,"Phường Hàng Gai",Phường,2
25,"Phường Chương Dương",Phường,2
26,"Phường Hàng Trống",Phường,2
27,"Phường Cửa Nam",Phường,2
28,"Phường Hàng Bông",Phường,2
29,"Phường Tràng Tiền",Phường,2
30,"Phường Trần Hưng Đạo",Phường,2
31,"Phường Phan Chu Trinh",Phường,2
32,"Phường Hàng Bài",Phường,2
33,"Phường Phú Thượng",Phường,3
34,"Phường Nhật Tân",Phường,3
35,"Phường Tứ Liên",Phường,3
36,"Phường Quảng An",Phường,3
37,"Phường Xuân La",Phường,3
38,"Phường Yên Phụ",Phường,3
39,"Phường Bưởi",Phường,3
40,"Phường Thụy Khuê",Phường,3
41,"Phường Thượng Thanh",Phường,4
42,"Phường Ngọc Thụy",Phường,4
43,"Phường Giang Biên",Phường,4
44,"Phường Đức Giang",Phường,4
45,"Phường Việt Hưng",Phường,4
46,"Phường Gia Thụy",Phường,4
47,"Phường Ngọc Lâm",Phường,4
48,"Phường Phúc Lợi",Phường,4
49,"Phường Bồ Đề",Phường,4
50,"Phường Sài Đồng",Phường,4
51,"Phường Long Biên",Phường,4
52,"Phường Thạch Bàn",Phường,4
53,"Phường Phúc Đồng",Phường,4
54,"Phường Cự Khối",Phường,4
55,"Phường Nghĩa Đô",Phường,5
56,"Phường Nghĩa Tân",Phường,5
57,"Phường Mai Dịch",Phường,5
58,"Phường Dịch Vọng",Phường,5
59,"Phường Dịch Vọng Hậu",Phường,5
60,"Phường Quan Hoa",Phường,5
61,"Phường Yên Hoà",Phường,5
62,"Phường Trung Hoà",Phường,5
63,"Phường Cát Linh",Phường,6
64,"Phường Văn Miếu",Phường,6
65,"Phường Quốc Tử Giám",Phường,6
66,"Phường Láng Thượng",Phường,6
67,"Phường Ô Chợ Dừa",Phường,6
68,"Phường Văn Chương",Phường,6
69,"Phường Hàng Bột",Phường,6
70,"Phường Láng Hạ",Phường,6
71,"Phường Khâm Thiên",Phường,6
72,"Phường Thổ Quan",Phường,6
73,"Phường Nam Đồng",Phường,6
74,"Phường Trung Phụng",Phường,6
75,"Phường Quang Trung",Phường,6
76,"Phường Trung Liệt",Phường,6
77,"Phường Phương Liên",Phường,6
78,"Phường Thịnh Quang",Phường,6
79,"Phường Trung Tự",Phường,6
80,"Phường Kim Liên",Phường,6
81,"Phường Phương Mai",Phường,6
82,"Phường Ngã Tư Sở",Phường,6
83,"Phường Khương Thượng",Phường,6
84,"Phường Nguyễn Du",Phường,7
85,"Phường Bạch Đằng",Phường,7
86,"Phường Phạm Đình Hổ",Phường,7
87,"Phường Lê Đại Hành",Phường,7
88,"Phường Đồng Nhân",Phường,7
89,"Phường Phố Huế",Phường,7
90,"Phường Đống Mác",Phường,7
91,"Phường Thanh Lương",Phường,7
92,"Phường Thanh Nhàn",Phường,7
93,"Phường Cầu Dền",Phường,7
94,"Phường Bách Khoa",Phường,7
95,"Phường Đồng Tâm",Phường,7
96,"Phường Vĩnh Tuy",Phường,7
97,"Phường Bạch Mai",Phường,7
98,"Phường Quỳnh Mai",Phường,7
99,"Phường Quỳnh Lôi",Phường,7
100,"Phường Minh Khai",Phường,7
101,"Phường Trương Định",Phường,7
102,"Phường Thanh Trì",Phường,8
103,"Phường Vĩnh Hưng",Phường,8
104,"Phường Định Công",Phường,8
105,"Phường Mai Động",Phường,8
106,"Phường Tương Mai",Phường,8
107,"Phường Đại Kim",Phường,8
108,"Phường Tân Mai",Phường,8
109,"Phường Hoàng Văn Thụ",Phường,8
110,"Phường Giáp Bát",Phường,8
111,"Phường Lĩnh Nam",Phường,8
112,"Phường Thịnh Liệt",Phường,8
113,"Phường Trần Phú",Phường,8
114,"Phường Hoàng Liệt",Phường,8
115,"Phường Yên Sở",Phường,8
116,"Phường Nhân Chính",Phường,9
117,"Phường Thượng Đình",Phường,9
118,"Phường Khương Trung",Phường,9
119,"Phường Khương Mai",Phường,9
120,"Phường Thanh Xuân Trung",Phường,9
121,"Phường Phương Liệt",Phường,9
122,"Phường Hạ Đình",Phường,9
123,"Phường Khương Đình",Phường,9
124,"Phường Thanh Xuân Bắc",Phường,9
125,"Phường Thanh Xuân Nam",Phường,9
126,"Phường Kim Giang",Phường,9
127,"Thị trấn Sóc Sơn","Thị trấn",10
128,"Xã Bắc Sơn",Xã,10
129,"Xã Minh Trí",Xã,10
130,"Xã Hồng Kỳ",Xã,10
131,"Xã Nam Sơn",Xã,10
132,"Xã Trung Giã",Xã,10
133,"Xã Tân Hưng",Xã,10
134,"Xã Minh Phú",Xã,10
135,"Xã Phù Linh",Xã,10
136,"Xã Bắc Phú",Xã,10
137,"Xã Tân Minh",Xã,10
138,"Xã Quang Tiến",Xã,10
139,"Xã Hiền Ninh",Xã,10
140,"Xã Tân Dân",Xã,10
141,"Xã Tiên Dược",Xã,10
142,"Xã Việt Long",Xã,10
143,"Xã Xuân Giang",Xã,10
144,"Xã Mai Đình",Xã,10
145,"Xã Đức Hoà",Xã,10
146,"Xã Thanh Xuân",Xã,10
147,"Xã Đông Xuân",Xã,10
148,"Xã Kim Lũ",Xã,10
149,"Xã Phú Cường",Xã,10
150,"Xã Phú Minh",Xã,10
151,"Xã Phù Lỗ",Xã,10
152,"Xã Xuân Thu",Xã,10
153,"Thị trấn Đông Anh","Thị trấn",11
154,"Xã Xuân Nộn",Xã,11
155,"Xã Thuỵ Lâm",Xã,11
156,"Xã Bắc Hồng",Xã,11
157,"Xã Nguyên Khê",Xã,11
158,"Xã Nam Hồng",Xã,11
159,"Xã Tiên Dương",Xã,11
160,"Xã Vân Hà",Xã,11
161,"Xã Uy Nỗ",Xã,11
162,"Xã Vân Nội",Xã,11
163,"Xã Liên Hà",Xã,11
164,"Xã Việt Hùng",Xã,11
165,"Xã Kim Nỗ",Xã,11
166,"Xã Kim Chung",Xã,11
167,"Xã Dục Tú",Xã,11
168,"Xã Đại Mạch",Xã,11
169,"Xã Vĩnh Ngọc",Xã,11
170,"Xã Cổ Loa",Xã,11
171,"Xã Hải Bối",Xã,11
172,"Xã Xuân Canh",Xã,11
173,"Xã Võng La",Xã,11
174,"Xã Tàm Xá",Xã,11
175,"Xã Mai Lâm",Xã,11
176,"Xã Đông Hội",Xã,11
177,"Thị trấn Yên Viên","Thị trấn",12
178,"Xã Yên Thường",Xã,12
179,"Xã Yên Viên",Xã,12
180,"Xã Ninh Hiệp",Xã,12
181,"Xã Đình Xuyên",Xã,12
182,"Xã Dương Hà",Xã,12
183,"Xã Phù Đổng",Xã,12
184,"Xã Trung Mầu",Xã,12
185,"Xã Lệ Chi",Xã,12
186,"Xã Cổ Bi",Xã,12
187,"Xã Đặng Xá",Xã,12
188,"Xã Phú Thị",Xã,12
189,"Xã Kim Sơn",Xã,12
190,"Thị trấn Trâu Quỳ","Thị trấn",12
191,"Xã Dương Quang",Xã,12
192,"Xã Dương Xá",Xã,12
193,"Xã Đông Dư",Xã,12
194,"Xã Đa Tốn",Xã,12
195,"Xã Kiêu Kỵ",Xã,12
196,"Xã Bát Tràng",Xã,12
197,"Xã Kim Lan",Xã,12
198,"Xã Văn Đức",Xã,12
199,"Phường Cầu Diễn",Phường,13
200,"Phường Thượng Cát",Phường,15
201,"Phường Liên Mạc",Phường,15
202,"Phường Đông Ngạc",Phường,15
203,"Phường Đức Thắng",Phường,15
204,"Phường Thụy Phương",Phường,15
205,"Phường Tây Tựu",Phường,15
206,"Phường Xuân Đỉnh",Phường,15
207,"Phường Xuân Tảo",Phường,15
208,"Phường Minh Khai",Phường,15
209,"Phường Cổ Nhuế 1",Phường,15
210,"Phường Cổ Nhuế 2",Phường,15
211,"Phường Phú Diễn",Phường,15
212,"Phường Phúc Diễn",Phường,15
213,"Phường Xuân Phương",Phường,13
214,"Phường Phương Canh",Phường,13
215,"Phường Mỹ Đình 1",Phường,13
216,"Phường Mỹ Đình 2",Phường,13
217,"Phường Tây Mỗ",Phường,13
218,"Phường Mễ Trì",Phường,13
219,"Phường Phú Đô",Phường,13
220,"Phường Đại Mỗ",Phường,13
221,"Phường Trung Văn",Phường,13
222,"Thị trấn Văn Điển","Thị trấn",14
223,"Xã Tân Triều",Xã,14
224,"Xã Thanh Liệt",Xã,14
225,"Xã Tả Thanh Oai",Xã,14
226,"Xã Hữu Hoà",Xã,14
227,"Xã Tam Hiệp",Xã,14
228,"Xã Tứ Hiệp",Xã,14
229,"Xã Yên Mỹ",Xã,14
230,"Xã Vĩnh Quỳnh",Xã,14
231,"Xã Ngũ Hiệp",Xã,14
232,"Xã Duyên Hà",Xã,14
233,"Xã Ngọc Hồi",Xã,14
234,"Xã Vạn Phúc",Xã,14
235,"Xã Đại áng",Xã,14
236,"Xã Liên Ninh",Xã,14
237,"Xã Đông Mỹ",Xã,14
238,"Phường Quang Trung",Phường,16
239,"Phường Trần Phú",Phường,16
240,"Phường Ngọc Hà",Phường,16
241,"Phường Nguyễn Trãi",Phường,16
242,"Phường Minh Khai",Phường,16
243,"Xã Ngọc Đường",Xã,16
244,"Xã Kim Thạch",Xã,21
245,"Xã Phú Linh",Xã,21
246,"Xã Kim Linh",Xã,21
247,"Thị trấn Phó Bảng","Thị trấn",17
248,"Xã Lũng Cú",Xã,17
249,"Xã Má Lé",Xã,17
250,"Thị trấn Đồng Văn","Thị trấn",17
251,"Xã Lũng Táo",Xã,17
252,"Xã Phố Là",Xã,17
253,"Xã Thài Phìn Tủng",Xã,17
254,"Xã Sủng Là",Xã,17
255,"Xã Xà Phìn",Xã,17
256,"Xã Tả Phìn",Xã,17
257,"Xã Tả Lủng",Xã,17
258,"Xã Phố Cáo",Xã,17
259,"Xã Sính Lủng",Xã,17
260,"Xã Sảng Tủng",Xã,17
261,"Xã Lũng Thầu",Xã,17
262,"Xã Hố Quáng Phìn",Xã,17
263,"Xã Vần Chải",Xã,17
264,"Xã Lũng Phìn",Xã,17
265,"Xã Sủng Trái",Xã,17
266,"Thị trấn Mèo Vạc","Thị trấn",18
267,"Xã Thượng Phùng",Xã,18
268,"Xã Pải Lủng",Xã,18
269,"Xã Xín Cái",Xã,18
270,"Xã Pả Vi",Xã,18
271,"Xã Giàng Chu Phìn",Xã,18
272,"Xã Sủng Trà",Xã,18
273,"Xã Sủng Máng",Xã,18
274,"Xã Sơn Vĩ",Xã,18
275,"Xã Tả Lủng",Xã,18
276,"Xã Cán Chu Phìn",Xã,18
277,"Xã Lũng Pù",Xã,18
278,"Xã Lũng Chinh",Xã,18
279,"Xã Tát Ngà",Xã,18
280,"Xã Nậm Ban",Xã,18
281,"Xã Khâu Vai",Xã,18
282,"Xã Niêm Tòng",Xã,18
283,"Xã Niêm Sơn",Xã,18
284,"Thị trấn Yên Minh","Thị trấn",19
285,"Xã Thắng Mố",Xã,19
286,"Xã Phú Lũng",Xã,19
287,"Xã Sủng Tráng",Xã,19
288,"Xã Bạch Đích",Xã,19
289,"Xã Na Khê",Xã,19
290,"Xã Sủng Thài",Xã,19
291,"Xã Hữu Vinh",Xã,19
292,"Xã Lao Và Chải",Xã,19
293,"Xã Mậu Duệ",Xã,19
294,"Xã Đông Minh",Xã,19
295,"Xã Mậu Long",Xã,19
296,"Xã Ngam La",Xã,19
297,"Xã Ngọc Long",Xã,19
298,"Xã Đường Thượng",Xã,19
299,"Xã Lũng Hồ",Xã,19
300,"Xã Du Tiến",Xã,19
301,"Xã Du Già",Xã,19
302,"Thị trấn Tam Sơn","Thị trấn",20
303,"Xã Bát Đại Sơn",Xã,20
304,"Xã Nghĩa Thuận",Xã,20
305,"Xã Cán Tỷ",Xã,20
306,"Xã Cao Mã Pờ",Xã,20
307,"Xã Thanh Vân",Xã,20
308,"Xã Tùng Vài",Xã,20
309,"Xã Đông Hà",Xã,20
310,"Xã Quản Bạ",Xã,20
311,"Xã Lùng Tám",Xã,20
312,"Xã Quyết Tiến",Xã,20
313,"Xã Tả Ván",Xã,20
314,"Xã Thái An",Xã,20
315,"Thị trấn Vị Xuyên","Thị trấn",21
316,"Thị trấn Nông Trường Việt Lâm","Thị trấn",21
317,"Xã Minh Tân",Xã,21
318,"Xã Thuận Hoà",Xã,21
319,"Xã Tùng Bá",Xã,21
320,"Xã Thanh Thủy",Xã,21
321,"Xã Thanh Đức",Xã,21
322,"Xã Phong Quang",Xã,21
323,"Xã Xín Chải",Xã,21
324,"Xã Phương Tiến",Xã,21
325,"Xã Lao Chải",Xã,21
326,"Xã Phương Độ",Xã,16
327,"Xã Phương Thiện",Xã,16
328,"Xã Cao Bồ",Xã,21
329,"Xã Đạo Đức",Xã,21
330,"Xã Thượng Sơn",Xã,21
331,"Xã Linh Hồ",Xã,21
332,"Xã Quảng Ngần",Xã,21
333,"Xã Việt Lâm",Xã,21
334,"Xã Ngọc Linh",Xã,21
335,"Xã Ngọc Minh",Xã,21
336,"Xã Bạch Ngọc",Xã,21
337,"Xã Trung Thành",Xã,21
338,"Xã Minh Sơn",Xã,22
339,"Xã Giáp Trung",Xã,22
340,"Xã Yên Định",Xã,22
341,"Thị trấn Yên Phú","Thị trấn",22
342,"Xã Minh Ngọc",Xã,22
343,"Xã Yên Phong",Xã,22
344,"Xã Lạc Nông",Xã,22
345,"Xã Phú Nam",Xã,22
346,"Xã Yên Cường",Xã,22
347,"Xã Thượng Tân",Xã,22
348,"Xã Đường Âm",Xã,22
349,"Xã Đường Hồng",Xã,22
350,"Xã Phiêng Luông",Xã,22
351,"Thị trấn Vinh Quang","Thị trấn",23
352,"Xã Bản Máy",Xã,23
353,"Xã Thàng Tín",Xã,23
354,"Xã Thèn Chu Phìn",Xã,23
355,"Xã Pố Lồ",Xã,23
356,"Xã Bản Phùng",Xã,23
357,"Xã Túng Sán",Xã,23
358,"Xã Chiến Phố",Xã,23
359,"Xã Đản Ván",Xã,23
360,"Xã Tụ Nhân",Xã,23
361,"Xã Tân Tiến",Xã,23
362,"Xã Nàng Đôn",Xã,23
363,"Xã Pờ Ly Ngài",Xã,23
364,"Xã Sán Xả Hồ",Xã,23
365,"Xã Bản Luốc",Xã,23
366,"Xã Ngàm Đăng Vài",Xã,23
367,"Xã Bản Nhùng",Xã,23
368,"Xã Tả Sử Choóng",Xã,23
369,"Xã Nậm Dịch",Xã,23
370,"Xã Hồ Thầu",Xã,23
371,"Xã Nam Sơn",Xã,23
372,"Xã Nậm Tỵ",Xã,23
373,"Xã Thông Nguyên",Xã,23
374,"Xã Nậm Khòa",Xã,23
375,"Thị trấn Cốc Pài","Thị trấn",24
376,"Xã Nàn Xỉn",Xã,24
377,"Xã Bản Díu",Xã,24
378,"Xã Chí Cà",Xã,24
379,"Xã Xín Mần",Xã,24
380,"Xã Thèn Phàng",Xã,24
381,"Xã Trung Thịnh",Xã,24
382,"Xã Pà Vầy Sủ",Xã,24
383,"Xã Cốc Rế",Xã,24
384,"Xã Thu Tà",Xã,24
385,"Xã Nàn Ma",Xã,24
386,"Xã Tả Nhìu",Xã,24
387,"Xã Bản Ngò",Xã,24
388,"Xã Chế Là",Xã,24
389,"Xã Nấm Dẩn",Xã,24
390,"Xã Quảng Nguyên",Xã,24
391,"Xã Nà Chì",Xã,24
392,"Xã Khuôn Lùng",Xã,24
393,"Thị trấn Việt Quang","Thị trấn",25
394,"Thị trấn Vĩnh Tuy","Thị trấn",25
395,"Xã Tân Lập",Xã,25
396,"Xã Tân Thành",Xã,25
397,"Xã Đồng Tiến",Xã,25
398,"Xã Đồng Tâm",Xã,25
399,"Xã Tân Quang",Xã,25
400,"Xã Thượng Bình",Xã,25
401,"Xã Hữu Sản",Xã,25
402,"Xã Kim Ngọc",Xã,25
403,"Xã Việt Vinh",Xã,25
404,"Xã Bằng Hành",Xã,25
405,"Xã Quang Minh",Xã,25
406,"Xã Liên Hiệp",Xã,25
407,"Xã Vô Điếm",Xã,25
408,"Xã Việt Hồng",Xã,25
409,"Xã Hùng An",Xã,25
410,"Xã Đức Xuân",Xã,25
411,"Xã Tiên Kiều",Xã,25
412,"Xã Vĩnh Hảo",Xã,25
413,"Xã Vĩnh Phúc",Xã,25
414,"Xã Đồng Yên",Xã,25
415,"Xã Đông Thành",Xã,25
416,"Xã Xuân Minh",Xã,26
417,"Xã Tiên Nguyên",Xã,26
418,"Xã Tân Nam",Xã,26
419,"Xã Bản Rịa",Xã,26
420,"Xã Yên Thành",Xã,26
421,"Thị trấn Yên Bình","Thị trấn",26
422,"Xã Tân Trịnh",Xã,26
423,"Xã Tân Bắc",Xã,26
424,"Xã Bằng Lang",Xã,26
425,"Xã Yên Hà",Xã,26
426,"Xã Hương Sơn",Xã,26
427,"Xã Xuân Giang",Xã,26
428,"Xã Nà Khương",Xã,26
429,"Xã Tiên Yên",Xã,26
430,"Xã Vĩ Thượng",Xã,26
431,"Phường Sông Hiến",Phường,27
432,"Phường Sông Bằng",Phường,27
433,"Phường Hợp Giang",Phường,27
434,"Phường Tân Giang",Phường,27
435,"Phường Ngọc Xuân",Phường,27
436,"Phường Đề Thám",Phường,27
437,"Phường Hoà Chung",Phường,27
438,"Phường Duyệt Trung",Phường,27
439,"Thị trấn Pác Miầu","Thị trấn",28
440,"Xã Đức Hạnh",Xã,28
441,"Xã Lý Bôn",Xã,28
442,"Xã Nam Cao",Xã,28
443,"Xã Nam Quang",Xã,28
444,"Xã Vĩnh Quang",Xã,28
445,"Xã Quảng Lâm",Xã,28
446,"Xã Thạch Lâm",Xã,28
447,"Xã Vĩnh Phong",Xã,28
448,"Xã Mông Ân",Xã,28
449,"Xã Thái Học",Xã,28
450,"Xã Thái Sơn",Xã,28
451,"Xã Yên Thổ",Xã,28
452,"Thị trấn Bảo Lạc","Thị trấn",29
453,"Xã Cốc Pàng",Xã,29
454,"Xã Thượng Hà",Xã,29
455,"Xã Cô Ba",Xã,29
456,"Xã Bảo Toàn",Xã,29
457,"Xã Khánh Xuân",Xã,29
458,"Xã Xuân Trường",Xã,29
459,"Xã Hồng Trị",Xã,29
460,"Xã Kim Cúc",Xã,29
461,"Xã Phan Thanh",Xã,29
462,"Xã Hồng An",Xã,29
463,"Xã Hưng Đạo",Xã,29
464,"Xã Hưng Thịnh",Xã,29
465,"Xã Huy Giáp",Xã,29
466,"Xã Đình Phùng",Xã,29
467,"Xã Sơn Lập",Xã,29
468,"Xã Sơn Lộ",Xã,29
469,"Thị trấn Thông Nông","Thị trấn",30
470,"Xã Cần Yên",Xã,30
471,"Xã Cần Nông",Xã,30
472,"Xã Lương Thông",Xã,30
473,"Xã Đa Thông",Xã,30
474,"Xã Ngọc Động",Xã,30
475,"Xã Yên Sơn",Xã,30
476,"Xã Lương Can",Xã,30
477,"Xã Thanh Long",Xã,30
478,"Thị trấn Xuân Hòa","Thị trấn",30
479,"Xã Lũng Nặm",Xã,30
480,"Xã Trường Hà",Xã,30
481,"Xã Cải Viên",Xã,30
482,"Xã Nội Thôn",Xã,30
483,"Xã Tổng Cọt",Xã,30
484,"Xã Sóc Hà",Xã,30
485,"Xã Thượng Thôn",Xã,30
486,"Xã Hồng Sỹ",Xã,30
487,"Xã Quý Quân",Xã,30
488,"Xã Mã Ba",Xã,30
489,"Xã Ngọc Đào",Xã,30
490,"Thị trấn Trà Lĩnh","Thị trấn",31
491,"Xã Tri Phương",Xã,31
492,"Xã Quang Hán",Xã,31
493,"Xã Xuân Nội",Xã,31
494,"Xã Quang Trung",Xã,31
495,"Xã Quang Vinh",Xã,31
496,"Xã Cao Chương",Xã,31
497,"Xã Quốc Toản",Xã,33
498,"Thị trấn Trùng Khánh","Thị trấn",31
499,"Xã Ngọc Khê",Xã,31
500,"Xã Ngọc Côn",Xã,31
501,"Xã Phong Nậm",Xã,31
502,"Xã Đình Phong",Xã,31
503,"Xã Đàm Thuỷ",Xã,31
504,"Xã Khâm Thành",Xã,31
505,"Xã Chí Viễn",Xã,31
506,"Xã Lăng Hiếu",Xã,31
507,"Xã Phong Châu",Xã,31
508,"Xã Trung Phúc",Xã,31
509,"Xã Cao Thăng",Xã,31
510,"Xã Đức Hồng",Xã,31
511,"Xã Đoài Dương",Xã,31
512,"Xã Minh Long",Xã,32
513,"Xã Lý Quốc",Xã,32
514,"Xã Thắng Lợi",Xã,32
515,"Xã Đồng Loan",Xã,32
516,"Xã Đức Quang",Xã,32
517,"Xã Kim Loan",Xã,32
518,"Xã Quang Long",Xã,32
519,"Xã An Lạc",Xã,32
520,"Thị trấn Thanh Nhật","Thị trấn",32
521,"Xã Vinh Quý",Xã,32
522,"Xã Thống Nhất",Xã,32
523,"Xã Cô Ngân",Xã,32
524,"Xã Thị Hoa",Xã,32
525,"Thị trấn Quảng Uyên","Thị trấn",33
526,"Xã Phi Hải",Xã,33
527,"Xã Quảng Hưng",Xã,33
528,"Xã Độc Lập",Xã,33
529,"Xã Cai Bộ",Xã,33
530,"Xã Phúc Sen",Xã,33
531,"Xã Chí Thảo",Xã,33
532,"Xã Tự Do",Xã,33
533,"Xã Hồng Quang",Xã,33
534,"Xã Ngọc Động",Xã,33
535,"Xã Hạnh Phúc",Xã,33
536,"Thị trấn Tà Lùng","Thị trấn",33
537,"Xã Bế Văn Đàn",Xã,33
538,"Xã Cách Linh",Xã,33
539,"Xã Đại Sơn",Xã,33
540,"Xã Tiên Thành",Xã,33
541,"Thị trấn Hoà Thuận","Thị trấn",33
542,"Xã Mỹ Hưng",Xã,33
543,"Thị trấn Nước Hai","Thị trấn",34
544,"Xã Dân Chủ",Xã,34
545,"Xã Nam Tuấn",Xã,34
546,"Xã Đại Tiến",Xã,34
547,"Xã Đức Long",Xã,34
548,"Xã Ngũ Lão",Xã,34
549,"Xã Trương Lương",Xã,34
550,"Xã Hồng Việt",Xã,34
551,"Xã Vĩnh Quang",Xã,27
552,"Xã Hoàng Tung",Xã,34
553,"Xã Nguyễn Huệ",Xã,34
554,"Xã Quang Trung",Xã,34
555,"Xã Hưng Đạo",Xã,27
556,"Xã Bạch Đằng",Xã,34
557,"Xã Bình Dương",Xã,34
558,"Xã Lê Chung",Xã,34
559,"Xã Chu Trinh",Xã,27
560,"Xã Hồng Nam",Xã,34
561,"Thị trấn Nguyên Bình","Thị trấn",35
562,"Thị trấn Tĩnh Túc","Thị trấn",35
563,"Xã Yên Lạc",Xã,35
564,"Xã Triệu Nguyên",Xã,35
565,"Xã Ca Thành",Xã,35
566,"Xã Vũ Nông",Xã,35
567,"Xã Minh Tâm",Xã,35
568,"Xã Thể Dục",Xã,35
569,"Xã Mai Long",Xã,35
570,"Xã Vũ Minh",Xã,35
571,"Xã Hoa Thám",Xã,35
572,"Xã Phan Thanh",Xã,35
573,"Xã Quang Thành",Xã,35
574,"Xã Tam Kim",Xã,35
575,"Xã Thành Công",Xã,35
576,"Xã Thịnh Vượng",Xã,35
577,"Xã Hưng Đạo",Xã,35
578,"Thị trấn Đông Khê","Thị trấn",36
579,"Xã Canh Tân",Xã,36
580,"Xã Kim Đồng",Xã,36
581,"Xã Minh Khai",Xã,36
582,"Xã Đức Thông",Xã,36
583,"Xã Thái Cường",Xã,36
584,"Xã Vân Trình",Xã,36
585,"Xã Thụy Hùng",Xã,36
586,"Xã Quang Trọng",Xã,36
587,"Xã Trọng Con",Xã,36
588,"Xã Lê Lai",Xã,36
589,"Xã Đức Long",Xã,36
590,"Xã Lê Lợi",Xã,36
591,"Xã Đức Xuân",Xã,36
592,"Phường Nguyễn Thị Minh Khai",Phường,37
593,"Phường Sông Cầu",Phường,37
594,"Phường Đức Xuân",Phường,37
595,"Phường Phùng Chí Kiên",Phường,37
596,"Phường Huyền Tụng",Phường,37
597,"Xã Dương Quang",Xã,37
598,"Xã Nông Thượng",Xã,37
599,"Phường Xuất Hóa",Phường,37
600,"Xã Bằng Thành",Xã,38
601,"Xã Nhạn Môn",Xã,38
602,"Xã Bộc Bố",Xã,38
603,"Xã Công Bằng",Xã,38
604,"Xã Giáo Hiệu",Xã,38
605,"Xã Xuân La",Xã,38
606,"Xã An Thắng",Xã,38
607,"Xã Cổ Linh",Xã,38
608,"Xã Nghiên Loan",Xã,38
609,"Xã Cao Tân",Xã,38
610,"Thị trấn Chợ Rã","Thị trấn",39
611,"Xã Bành Trạch",Xã,39
612,"Xã Phúc Lộc",Xã,39
613,"Xã Hà Hiệu",Xã,39
614,"Xã Cao Thượng",Xã,39
615,"Xã Khang Ninh",Xã,39
616,"Xã Nam Mẫu",Xã,39
617,"Xã Thượng Giáo",Xã,39
618,"Xã Địa Linh",Xã,39
619,"Xã Yến Dương",Xã,39
620,"Xã Chu Hương",Xã,39
621,"Xã Quảng Khê",Xã,39
622,"Xã Mỹ Phương",Xã,39
623,"Xã Hoàng Trĩ",Xã,39
624,"Xã Đồng Phúc",Xã,39
625,"Thị trấn Nà Phặc","Thị trấn",40
626,"Xã Thượng Ân",Xã,40
627,"Xã Bằng Vân",Xã,40
628,"Xã Cốc Đán",Xã,40
629,"Xã Trung Hoà",Xã,40
630,"Xã Đức Vân",Xã,40
631,"Xã Vân Tùng",Xã,40
632,"Xã Thượng Quan",Xã,40
633,"Xã Hiệp Lực",Xã,40
634,"Xã Thuần Mang",Xã,40
635,"Thị trấn Phủ Thông","Thị trấn",41
636,"Xã Vi Hương",Xã,41
637,"Xã Sĩ Bình",Xã,41
638,"Xã Vũ Muộn",Xã,41
639,"Xã Đôn Phong",Xã,41
640,"Xã Lục Bình",Xã,41
641,"Xã Tân Tú",Xã,41
642,"Xã Nguyên Phúc",Xã,41
643,"Xã Cao Sơn",Xã,41
644,"Xã Quân Hà",Xã,41
645,"Xã Cẩm Giàng",Xã,41
646,"Xã Mỹ Thanh",Xã,41
647,"Xã Dương Phong",Xã,41
648,"Xã Quang Thuận",Xã,41
649,"Thị trấn Bằng Lũng","Thị trấn",42
650,"Xã Xuân Lạc",Xã,42
651,"Xã Nam Cường",Xã,42
652,"Xã Đồng Lạc",Xã,42
653,"Xã Tân Lập",Xã,42
654,"Xã Bản Thi",Xã,42
655,"Xã Quảng Bạch",Xã,42
656,"Xã Bằng Phúc",Xã,42
657,"Xã Yên Thịnh",Xã,42
658,"Xã Yên Thượng",Xã,42
659,"Xã Phương Viên",Xã,42
660,"Xã Ngọc Phái",Xã,42
661,"Xã Đồng Thắng",Xã,42
662,"Xã Lương Bằng",Xã,42
663,"Xã Bằng Lãng",Xã,42
664,"Xã Đại Sảo",Xã,42
665,"Xã Nghĩa Tá",Xã,42
666,"Xã Yên Mỹ",Xã,42
667,"Xã Bình Trung",Xã,42
668,"Xã Yên Phong",Xã,42
669,"Thị trấn Đồng Tâm","Thị trấn",43
670,"Xã Tân Sơn",Xã,43
671,"Xã Thanh Vận",Xã,43
672,"Xã Mai Lạp",Xã,43
673,"Xã Hoà Mục",Xã,43
674,"Xã Thanh Mai",Xã,43
675,"Xã Cao Kỳ",Xã,43
676,"Xã Nông Hạ",Xã,43
677,"Xã Yên Cư",Xã,43
678,"Xã Thanh Thịnh",Xã,43
679,"Xã Yên Hân",Xã,43
