id,name,type,province_id
626,"Thành phố Hồng Ngự","Thành phố",56
627,"Huyện Tân Hồng",Huyện,56
628,"Huyện Hồng Ngự",Huyện,56
629,"Huyện Tam Nông",Huyện,56
630,"Huyện Tháp Mười",Huyện,56
631,"Huyện Cao Lãnh",Huyện,56
632,"Huyện Thanh Bình",Huyện,56
633,"Huyện Lấp Vò",Huyện,56
634,"Huyện Lai Vung",Huyện,56
635,"Huyện Châu Thành",Huyện,56
636,"Thành phố Long Xuyên","Thành phố",57
637,"Thành phố Châu Đốc","Thành phố",57
638,"Huyện An Phú",Huyện,57
639,"Thị xã Tân Châu","Thị xã",57
640,"Huyện Phú Tân",Huyện,57
641,"Huyện Châu Phú",Huyện,57
642,"Huyện Tịnh Biên",Huyện,57
643,"Huyện Tri Tôn",Huyện,57
644,"Huyện Châu Thành",Huyện,57
645,"Huyện Chợ Mới",Huyện,57
646,"Huyện Thoại Sơn",Huyện,57
647,"Thành phố Rạch Giá","Thành phố",58
648,"Thành phố Hà Tiên","Thành phố",58
649,"Huyện Kiên Lương",Huyện,58
650,"Huyện Hòn Đất",Huyện,58
651,"Huyện Tân Hiệp",Huyện,58
652,"Huyện Châu Thành",Huyện,58
653,"Huyện Giồng Riềng",Huyện,58
654,"Huyện Gò Quao",Huyện,58
655,"Huyện An Biên",Huyện,58
656,"Huyện An Minh",Huyện,58
657,"Huyện Vĩnh Thuận",Huyện,58
658,"Thành phố Phú Quốc","Thành phố",58
659,"Huyện Kiên Hải",Huyện,58
660,"Huyện U Minh Thượng",Huyện,58
661,"Huyện Giang Thành",Huyện,58
662,"Quận Ninh Kiều",Quận,59
663,"Quận Ô Môn",Quận,59
664,"Quận Bình Thuỷ",Quận,59
665,"Quận Cái Răng",Quận,59
666,"Quận Thốt Nốt",Quận,59
667,"Huyện Vĩnh Thạnh",Huyện,59
668,"Huyện Cờ Đỏ",Huyện,59
669,"Huyện Phong Điền",Huyện,59
670,"Huyện Thới Lai",Huyện,59
671,"Thành phố Vị Thanh","Thành phố",60
672,"Thành phố Ngã Bảy","Thành phố",60
673,"Huyện Châu Thành A",Huyện,60
674,"Huyện Châu Thành",Huyện,60
675,"Huyện Phụng Hiệp",Huyện,60
676,"Huyện Vị Thuỷ",Huyện,60
677,"Huyện Long Mỹ",Huyện,60
678,"Thị xã Long Mỹ","Thị xã",60
679,"Thành phố Sóc Trăng","Thành phố",61
680,"Huyện Châu Thành",Huyện,61
681,"Huyện Kế Sách",Huyện,61
682,"Huyện Mỹ Tú",Huyện,61
683,"Huyện Cù Lao Dung",Huyện,61
684,"Huyện Long Phú",Huyện,61
685,"Huyện Mỹ Xuyên",Huyện,61
686,"Thị xã Ngã Năm","Thị xã",61
687,"Huyện Thạnh Trị",Huyện,61
688,"Thị xã Vĩnh Châu","Thị xã",61
689,"Huyện Trần Đề",Huyện,61
690,"Thành phố Bạc Liêu","Thành phố",62
691,"Huyện Hồng Dân",Huyện,62
692,"Huyện Phước Long",Huyện,62
693,"Huyện Vĩnh Lợi",Huyện,62
694,"Thị xã Giá Rai","Thị xã",62
695,"Huyện Đông Hải",Huyện,62
696,"Huyện Hoà Bình",Huyện,62
697,"Thành phố Cà Mau","Thành phố",63
698,"Huyện U Minh",Huyện,63
699,"Huyện Thới Bình",Huyện,63
700,"Huyện Trần Văn Thời",Huyện,63
701,"Huyện Cái Nước",Huyện,63
702,"Huyện Đầm Dơi",Huyện,63
703,"Huyện Năm Căn",Huyện,63
704,"Huyện Phú Tân",Huyện,63
705,"Huyện Ngọc Hiển",Huyện,63
